coin,target,toplam_veri,train_sayisi,test_sayisi,mae,mse,r2,train_mae,train_mse,train_r2,test_mae,test_mse,test_r2,r2_gap
GNO,high,1486,1040,446,4.117520719687919,78.76459702049408,0.9557007954957694,4.9573251585046005,94.57953866498212,0.9913264201072703,4.117520719687919,78.76459702049408,0.9557007954957694,0.03562562461150098
CFX,high,1351,945,406,0.0038246793897666457,9.486355266802749e-05,0.9571553057976411,0.005965975375726572,0.00011992390867241777,0.9893697294848612,0.0038246793897666457,9.486355266802749e-05,0.9571553057976411,0.03221442368722016
YFI,high,2009,1406,603,125.41103739569631,69852.39705812193,0.9626261170474584,637.2908156723717,1627680.6425763275,0.9920227380518529,125.41103739569631,69852.39705812193,0.9626261170474584,0.029396621004394552
SNX,high,1452,1016,436,0.040946873432941774,0.012236257379871718,0.9570237357451474,0.08898666597384244,0.019796218723551723,0.9851682446275394,0.040946873432941774,0.012236257379871718,0.9570237357451474,0.02814450888239195
CRO,high,2506,1754,752,0.0036821174907827915,7.063761801482514e-05,0.9664158346847178,0.004156699776897603,0.00012017572594870475,0.9935071401604233,0.0036821174907827915,7.063761801482514e-05,0.9664158346847178,0.027091305475705485
UNI,high,1955,1368,587,0.23415579636502057,0.1808168869980948,0.9671330005744636,0.36065045503434395,0.5286640594987041,0.9938558407032106,0.23415579636502057,0.1808168869980948,0.9671330005744636,0.02672284012874704
XTZ,high,2760,1931,829,0.022835170993117358,0.0021455153398310003,0.9683506913447146,0.07006114213933871,0.01644130582554659,0.993906046552375,0.022835170993117358,0.0021455153398310003,0.9683506913447146,0.02555535520766039
VET,high,2730,1910,820,0.000964526298153582,3.658122524094643e-06,0.9691886375856521,0.0017807176865229934,2.2575619948611818e-05,0.9931639089814993,0.000964526298153582,3.658122524094643e-06,0.9691886375856521,0.02397527139584721
QNT,high,2545,1781,764,2.4139996345743087,14.545575521837899,0.9697105405932772,2.7649846005356973,41.45620402649395,0.9931538193827265,2.4139996345743087,14.545575521837899,0.9697105405932772,0.023443278789449296
SAND,high,1983,1388,595,0.009210617062861777,0.0004679388578619522,0.9707502460379887,0.03829211176983118,0.011116300086238802,0.9940245671361645,0.009210617062861777,0.0004679388578619522,0.9707502460379887,0.023274321098175843
ICP,high,1720,1204,516,0.3356571827449088,0.1792613704434295,0.9690609690669069,0.9234126393234247,10.353217430819273,0.9916070458928379,0.3356571827449088,0.1792613704434295,0.9690609690669069,0.022546076825931016
DASH,high,4299,3009,1290,1.0303062883363925,6.09265342282741,0.9742247655960846,4.377210118564902,148.3166758886204,0.9954340464870398,1.0303062883363925,6.09265342282741,0.9742247655960846,0.021209280890955196
SYRUP,high,1033,723,310,0.8526670323098855,1.6037610392415047,0.918754479555499,0.5776546728061738,2.8600136730572037,0.9385130157800641,0.8526670323098855,1.6037610392415047,0.918754479555499,0.019758536224565026
1INCH,high,1842,1289,553,0.009013359485343089,0.00021878460385291689,0.9650000979679122,0.06388472018666935,0.040314066343973755,0.984743547023693,0.009013359485343089,0.00021878460385291689,0.9650000979679122,0.01974344905578085
XCN,high,1351,945,406,0.0005273807962635824,1.019974271921923e-06,0.9729550376942782,0.0008001385166115668,1.0534780773621379e-05,0.9923957430893541,0.0005273807962635824,1.019974271921923e-06,0.9729550376942782,0.01944070539507592
IOTA,high,3147,2202,945,0.005559962813151514,0.00014395000289025298,0.9732069322124247,0.028490674084756785,0.0052495040313756515,0.9908630182171984,0.005559962813151514,0.00014395000289025298,0.9732069322124247,0.01765608600477364
TFUEL,high,2495,1746,749,0.0018473999635207322,1.528572501621347e-05,0.9790046069288564,0.003944783453146675,0.00010292438979390584,0.9939141825488441,0.0018473999635207322,1.528572501621347e-05,0.9790046069288564,0.014909575619987736
LTC,high,4473,3131,1342,1.855984488978425,7.076311923467242,0.980721546731708,1.9937635961471893,26.34185676301579,0.9948881893450106,1.855984488978425,7.076311923467242,0.980721546731708,0.014166642613302582
TRAC,high,1351,945,406,0.06885105728642281,0.006214255165798285,0.48854994361192083,0.15581727641087484,0.1807064067942634,0.5024215723454878,0.06885105728642281,0.006214255165798285,0.48854994361192083,0.013871628733566954
MANA,high,2110,1477,633,0.009214270529167151,0.00025782868188683794,0.9800533551388954,0.028444608391725416,0.005745339444502713,0.9935133751699603,0.009214270529167151,0.00025782868188683794,0.9800533551388954,0.013460020031064945
DOT,high,1979,1385,594,0.09979028840587857,0.04544741916434197,0.9832316007312943,0.4066260757550302,0.5982760599522458,0.9959396897417069,0.09979028840587857,0.04544741916434197,0.9832316007312943,0.012708089010412538
ZRX,high,1374,961,413,0.006606757032790725,0.00023189748412815494,0.9633123642148854,0.012536081587443078,0.0007937826278330624,0.9754624674975948,0.006606757032790725,0.00023189748412815494,0.9633123642148854,0.012150103282709379
SOL,high,2115,1480,635,3.3699773370668904,20.329586807633852,0.9858248314263433,1.6383424162367979,8.977344526810045,0.9975244386759841,3.3699773370668904,20.329586807633852,0.9858248314263433,0.011699607249640809
ADA,high,2947,2062,885,0.013534682569197405,0.0006546905993466835,0.9861359864401137,0.014567970064412112,0.0010867462279598135,0.9971828183109386,0.013534682569197405,0.0006546905993466835,0.9861359864401137,0.011046831870824891
GALA,high,1577,1103,474,0.0007346547129475487,1.8480892310670064e-06,0.9793206106153763,0.003836448959846009,0.00014795040517279692,0.9902488748180547,0.0007346547129475487,1.8480892310670064e-06,0.9793206106153763,0.01092826420267834
LINK,high,3038,2126,912,0.374905868961307,0.2865825961002594,0.9862461470814506,0.2733181689618049,0.3068309781913999,0.997131222636921,0.374905868961307,0.2865825961002594,0.9862461470814506,0.010885075555470358
OKB,high,2809,1966,843,1.6005339096631142,26.3745747832337,0.9863714934754466,0.36308660784664226,0.6023811535622549,0.99713089358787,1.6005339096631142,26.3745747832337,0.9863714934754466,0.010759400112423378
AVAX,high,1949,1364,585,0.6149920321648017,0.9742904366167234,0.9846554774215079,1.070163996218709,3.800646208164561,0.995222493332295,0.6149920321648017,0.9742904366167234,0.9846554774215079,0.010567015910787014
NEXO,high,2804,1962,842,0.021879922107329527,0.0007292457409279204,0.9850106040924534,0.02535461980411568,0.004290414737329105,0.9951336882164088,0.021879922107329527,0.0007292457409279204,0.9850106040924534,0.01012308412395535
LEO,high,2411,1687,724,0.1411301027735031,0.06380410212744186,0.9800699954154383,0.06282871951276525,0.02454541099493386,0.9898996905137153,0.1411301027735031,0.06380410212744186,0.9800699954154383,0.009829695098277025
ALGO,high,2399,1679,720,0.005592723955925565,0.00010102598896989929,0.9811770158529562,0.020234721396331545,0.0024465847801165216,0.9908767335166581,0.005592723955925565,0.00010102598896989929,0.9811770158529562,0.009699717663701812
BAT,high,3157,2209,948,0.00524899756811687,5.595798007230796e-05,0.9803462345410469,0.014991953871697803,0.0009385690827919189,0.990033081908569,0.00524899756811687,5.595798007230796e-05,0.9803462345410469,0.009686847367522122
MX,high,1351,945,406,0.027732724523865437,0.0024392950974949073,0.9875172688212268,0.039257477832441774,0.004208831099413646,0.9970460339168563,0.027732724523865437,0.0024392950974949073,0.9875172688212268,0.009528765095629499
HNT,high,2121,1484,637,0.1452532920076431,0.06260657637107138,0.9843908753972495,0.376106893849643,0.7520324491244926,0.993418838635615,0.1452532920076431,0.06260657637107138,0.9843908753972495,0.009027963238365522
TEL,high,2922,2045,877,0.00017363438302603096,8.734730763475964e-08,0.9795044257374279,0.000269598509736121,7.336619294513063e-07,0.9880236773425464,0.00017363438302603096,8.734730763475964e-08,0.9795044257374279,0.00851925160511846
AXS,high,1907,1334,573,0.14360249462204797,0.04245413013066816,0.9871680601005042,0.9335612473105656,6.110642452675746,0.9950889801845574,0.14360249462204797,0.04245413013066816,0.9871680601005042,0.007920920084053207
JST,high,1351,945,406,0.0007165264840202798,1.3366263613606008e-06,0.9437651907981017,0.0007008768102168206,1.8293033116273484e-06,0.9516665486392767,0.0007165264840202798,1.3366263613606008e-06,0.9437651907981017,0.00790135784117496
HBAR,high,2318,1622,696,0.004626192947395795,6.942930122391532e-05,0.9863050762719466,0.004021994587305755,7.764965732634497e-05,0.9937800335422173,0.004626192947395795,6.942930122391532e-05,0.9863050762719466,0.007474957270270699
THETA,high,2916,2041,875,0.03697680954681541,0.005107578882933615,0.9901105697460701,0.06493310837846844,0.03410110565552564,0.9957856181195229,0.03697680954681541,0.005107578882933615,0.9901105697460701,0.005675048373452785
NEO,high,3094,2165,929,0.2513737971141441,0.21771174724608477,0.9882298309103963,0.9639891640451674,4.7102626281302875,0.9938554923120337,0.2513737971141441,0.21771174724608477,0.9882298309103963,0.0056256614016374495
CRV,high,1989,1392,597,0.01852273140513872,0.0009614129816410709,0.9822732013557848,0.0691912963135868,0.023544867976845737,0.9874920090655271,0.01852273140513872,0.0009614129816410709,0.9822732013557848,0.005218807709742368
ETH,high,3823,2676,1147,46.148838872304935,4408.467713977878,0.9940755959548441,18.451052791262416,1422.39207416926,0.998917195743434,46.148838872304935,4408.467713977878,0.9940755959548441,0.00484159978858989
FET,high,1351,945,406,0.016242939276376482,0.0005896342867854752,0.9897729424713086,0.02783306705974894,0.003455558539961865,0.9944295546629278,0.016242939276376482,0.0005896342867854752,0.9897729424713086,0.004656612191619169
SHIB,high,1677,1173,504,3.8515775848651694e-07,6.386074409492501e-13,0.9765490359308476,6.081836952565805e-07,2.471503575331982e-12,0.9809958111053791,3.8515775848651694e-07,6.386074409492501e-13,0.9765490359308476,0.004446775174531514
XEC,high,1577,1103,474,6.779263233736659e-07,1.314998706306479e-12,0.9874068317974142,1.601137503680996e-06,1.510996007127795e-11,0.9917135484640719,6.779263233736659e-07,1.314998706306479e-12,0.9874068317974142,0.004306716666657717
AAVE,high,1932,1352,580,5.618159179660663,60.55683797966292,0.9879459979993375,5.507629919040151,125.343098212182,0.992224360603116,5.618159179660663,60.55683797966292,0.9879459979993375,0.004278362603778563
BTT,high,1467,1026,441,1.4116291547314942e-08,1.153849790532407e-15,0.9825753962243549,2.4311331516978603e-08,3.5495939936719955e-15,0.9865710617697079,1.4116291547314942e-08,1.153849790532407e-15,0.9825753962243549,0.003995665545353022
QTUM,high,2982,2087,895,0.07224032966743289,0.019329990610168928,0.9776321169357817,0.3319346241439176,1.5608129060517977,0.9815722956717181,0.07224032966743289,0.019329990610168928,0.9776321169357817,0.003940178735936439
RAY,high,1351,945,406,0.09582167942859858,0.02261144090004311,0.9853019964668488,0.049299280473033995,0.016707463898310803,0.9892415702766951,0.09582167942859858,0.02261144090004311,0.9853019964668488,0.003939573809846331
FLOW,high,1822,1275,547,0.01357197159294361,0.0005115357894171586,0.9883605843480289,0.29697653477831015,0.6922107423709122,0.9922978242940874,0.01357197159294361,0.0005115357894171586,0.9883605843480289,0.003937239946058546
XMR,high,4013,2809,1204,4.421335769587081,71.81747721930284,0.9928650262154135,2.8366167746339874,33.24671498651671,0.9967699641844993,4.421335769587081,71.81747721930284,0.9928650262154135,0.0039049379690857533
INJ,high,1351,945,406,0.2827687057297204,0.13854362763298078,0.991767606200389,0.46336358323940824,0.7321805164684428,0.9956674437545081,0.2827687057297204,0.13854362763298078,0.991767606200389,0.0038998375541191566
EGLD,high,1969,1378,591,0.4680766350589849,0.9625157120481344,0.9909431143197275,3.0173843810777523,36.00798895186985,0.9947835939596459,0.4680766350589849,0.9625157120481344,0.9909431143197275,0.003840479639918404
RVN,high,2839,1987,852,0.000543279766661698,1.2496567119668583e-06,0.9804211978679236,0.002116827069963795,3.111809120093025e-05,0.9842139187740322,0.000543279766661698,1.2496567119668583e-06,0.9804211978679236,0.0037927209061086042
RUNE,high,2229,1560,669,0.09698151072789943,0.046482360551988774,0.9905328161608092,0.1655228498140084,0.0971005745134132,0.994274321169145,0.09698151072789943,0.046482360551988774,0.9905328161608092,0.0037415050083358103
IMX,high,1522,1065,457,0.020293719120576516,0.0017819573272090498,0.9886932033539484,0.05614486935703258,0.012314745167126771,0.9920327894126321,0.020293719120576516,0.0017819573272090498,0.9886932033539484,0.0033395860586836745
KCS,high,2964,2074,890,0.15157364871139273,0.049909580851116006,0.9930018124691147,0.16785892077673342,0.17065016412182787,0.9958133739097834,0.15157364871139273,0.049909580851116006,0.9930018124691147,0.0028115614406687417
NEAR,high,1927,1348,579,0.10037356688685427,0.02500060489634429,0.9887267380481567,0.19038075590925735,0.14408664372819124,0.991274121139992,0.10037356688685427,0.02500060489634429,0.9887267380481567,0.0025473830918353313
GRT,high,1863,1304,559,0.003305175789237424,3.9818750678853636e-05,0.9890644086535975,0.019037684829290635,0.0021655920088634786,0.9911158638385797,0.003305175789237424,3.9818750678853636e-05,0.9890644086535975,0.002051455184982287
DOGE,high,3494,2445,1049,0.0043264046047621785,5.991368139744993e-05,0.990094512729286,0.0021485986090913176,7.576014220698265e-05,0.9917625418554856,0.0043264046047621785,5.991368139744993e-05,0.990094512729286,0.0016680291261996771
ETC,high,3468,2427,1041,0.448656953349842,0.5384401357124133,0.9842196848760111,0.6890430707082876,4.738506781700665,0.9857310436666339,0.448656953349842,0.5384401357124133,0.9842196848760111,0.0015113587906228076
LPT,high,2578,1804,774,0.44884413637273424,0.778404638608587,0.9767607690583497,0.6023227691696225,3.2088399962258474,0.978177067599759,0.44884413637273424,0.778404638608587,0.9767607690583497,0.0014162985414092333
BNB,high,3060,2142,918,9.044975209704024,188.47050506156324,0.9968009324548456,3.434548833815606,62.824601268810994,0.9981565642376111,9.044975209704024,188.47050506156324,0.9968009324548456,0.0013556317827655429
BTC,high,5670,3968,1702,888.38171800223,1406011.4869871982,0.9984637344122432,103.14805858394007,100649.82540761822,0.9990065673872306,888.38171800223,1406011.4869871982,0.9984637344122432,0.0005428329749873617
ROSE,high,1879,1315,564,0.0013154165360741144,8.331910669205903e-06,0.9882350392928556,0.004888579078685659,0.00010145931325215137,0.9887340647507774,0.0013154165360741144,8.331910669205903e-06,0.9882350392928556,0.0004990254579217979
ATOM,high,2460,1722,738,0.12871362931267621,0.041911826190490616,0.9946383506576085,0.3772586488213398,0.4858352500255434,0.9948813522970912,0.12871362931267621,0.041911826190490616,0.9946383506576085,0.00024300163948265396
XLM,high,3294,2305,989,0.005371395175520335,0.00011953709272080497,0.991029669110249,0.005785378966676266,0.00018496654918296023,0.9912661384935847,0.005371395175520335,0.00011953709272080497,0.991029669110249,0.00023646938333565792
BCH,high,3098,2168,930,10.893454165563014,258.69807454465456,0.9855987551154086,18.52983883887764,3003.466239231967,0.9852419519867384,10.893454165563014,258.69807454465456,0.9855987551154086,-0.00035680312867025776
POL,high,2320,1624,696,0.013412674085096502,0.0004157939416524465,0.9947613017766529,0.02185303966329734,0.0026299362275610336,0.9942036229868421,0.013412674085096502,0.0004157939416524465,0.9947613017766529,-0.0005576787898108337
XDC,high,1962,1373,589,0.0015163004004456124,7.310366306582739e-06,0.9865070614858147,0.0017262844154355573,1.574304246284867e-05,0.9854555362388517,0.0015163004004456124,7.310366306582739e-06,0.9865070614858147,-0.0010515252469629477
TWT,high,1351,945,406,0.01918557119565271,0.001176169898600786,0.9786468667904533,0.0270566240068281,0.002475914304083691,0.977514749350692,0.01918557119565271,0.001176169898600786,0.9786468667904533,-0.001132117439761271
FIL,high,2893,2025,868,0.11773083745215979,0.042335274381427104,0.9905885524886433,0.8774822293901177,10.868650227828311,0.9886952141180138,0.11773083745215979,0.042335274381427104,0.9905885524886433,-0.0018933383706295492
XRP,high,4018,2812,1206,0.030027326155154157,0.0035750683414955088,0.99596758848441,0.012718418436836475,0.0010806343262018707,0.9930295784126889,0.030027326155154157,0.0035750683414955088,0.99596758848441,-0.00293801007172112
LDO,high,1356,949,407,0.03517520457324567,0.0022447446027960716,0.9847791045668887,0.06883835591397763,0.009895433923213735,0.9798263216833688,0.03517520457324567,0.0022447446027960716,0.9847791045668887,-0.004952782883519857
AR,high,2048,1433,615,0.45221600897224956,0.6248340507532911,0.9943966371685891,0.8651016738063421,3.393187191498258,0.9891132255398407,0.45221600897224956,0.6248340507532911,0.9943966371685891,-0.005283411628748347
CHZ,high,2331,1631,700,0.0020339761635621264,1.2645876441742296e-05,0.9903283108582523,0.005725655369348693,0.00034042393553874854,0.9844586360043487,0.0020339761635621264,1.2645876441742296e-05,0.9903283108582523,-0.005869674853903661
BSV,high,2623,1836,787,1.2660667734337623,6.843092655534328,0.9880680445700771,4.3073955984534,109.50041109513,0.9821754882459024,1.2660667734337623,6.843092655534328,0.9880680445700771,-0.005892556324174736
XAUt,high,1349,944,405,28.48655483135355,1467.763384887951,0.9969489878117842,15.637931687772726,1030.2087724636972,0.9891914412626576,28.48655483135355,1467.763384887951,0.9969489878117842,-0.007757546549126637
PAXG,high,1416,991,425,28.58742990024705,2204.6721040738153,0.9958184868292286,10.356961965834264,1110.1496629623687,0.986119968228719,28.58742990024705,2204.6721040738153,0.9958184868292286,-0.009698518600509631
ENS,high,1348,943,405,0.49317738312406845,0.4869322242875138,0.9900968353268264,0.5065893758474681,0.866269385680983,0.9803663013727576,0.49317738312406845,0.4869322242875138,0.9900968353268264,-0.009730533954068754
STX,high,3154,2207,947,0.041818124878224325,0.005424141657038837,0.9921384337766751,0.03926063941814687,0.009826498070446641,0.9786649559580525,0.041818124878224325,0.005424141657038837,0.9921384337766751,-0.013473477818622626
GT,high,1352,946,406,0.35497933776330653,0.2553750814945423,0.9906418931263524,0.10762421591729808,0.18797350372180718,0.9684429533795611,0.35497933776330653,0.2553750814945423,0.9906418931263524,-0.022198939746791324
TRX,high,3028,2119,909,0.002491478333269777,3.5286050917820525e-05,0.9955913060404094,0.001624572632533427,3.528938570613279e-05,0.967753008037265,0.002491478333269777,3.5286050917820525e-05,0.9955913060404094,-0.0278382980031443
RSR,high,1341,938,403,0.0002102579827464153,8.493078071907534e-08,0.9880568887088035,0.00021095980112975532,3.8438495904485245e-07,0.9531177695990345,0.0002102579827464153,8.493078071907534e-08,0.9880568887088035,-0.03493911910976899
AMP,low,1922,1345,577,0.0015642326673025498,0.00031149563938568053,-184.94906709243222,0.000610641250418314,2.0636145700684663e-06,0.9944240955835432,0.0015642326673025498,0.00031149563938568053,-184.94906709243222,185.94349118801577
USDT,low,3247,2272,975,0.0011238715904266713,3.326953066109231e-06,-0.4406395762587312,0.002582364201676495,3.5494434253663115e-05,0.7623843392509844,0.0011238715904266713,3.326953066109231e-06,-0.4406395762587312,1.2030239155097155
DAI,low,2142,1499,643,0.001906374831915249,0.0003476873361317094,-0.5498546921192613,0.001864879174575318,6.641977480612512e-05,0.5679527859183446,0.001906374831915249,0.0003476873361317094,-0.5498546921192613,1.117807478037606
USDC,low,2598,1818,780,0.0007227675116777673,2.6666978638434955e-06,-0.2332446336520877,0.0015009059074257535,1.5511117549256927e-05,0.2579867675869696,0.0007227675116777673,2.6666978638434955e-06,-0.2332446336520877,0.4912314012390573
USDD,low,1351,945,406,0.006465259237175028,0.00011736262535104469,0.22166564936553668,0.005721148706831988,0.0001458123197214984,0.40860315130328495,0.006465259237175028,0.00011736262535104469,0.22166564936553668,0.18693750193774827
TUSD,low,2606,1824,782,0.0018448018028383,2.797187072079e-05,0.08420596555671,0.0022754155355860766,2.4616055848077224e-05,0.16783365478842804,0.0018448018028383,2.797187072079e-05,0.08420596555671,0.08362768923171804
TRAC,low,1351,945,406,0.016673231569089796,0.0009107935422200177,0.8884258050343327,0.02089556097183904,0.0027225988157741072,0.9649835748946916,0.016673231569089796,0.0009107935422200177,0.8884258050343327,0.07655776986035889
CAKE,low,1942,1359,583,0.05683403177035904,0.017511384459525506,0.9201100243143121,0.22830241027693865,0.32601425049398247,0.9931592943080699,0.05683403177035904,0.017511384459525506,0.9201100243143121,0.07304926999375783
1INCH,low,1842,1289,553,0.014762064568087437,0.0003823909367452897,0.9243925889240696,0.05797288992463727,0.018560521730129294,0.9904695185165974,0.014762064568087437,0.0003823909367452897,0.9243925889240696,0.06607692959252776
SYRUP,low,1033,723,310,0.6006242816390689,0.9556673715455459,0.9288711059461755,0.3575949905168425,0.3813300043449677,0.9891791535394316,0.6006242816390689,0.9556673715455459,0.9288711059461755,0.06030804759325614
ZEN,low,3154,2207,947,0.27802683354061736,0.3365246119058975,0.933362818592917,1.0011521640798222,6.042059532019481,0.9902273862390123,0.27802683354061736,0.3365246119058975,0.933362818592917,0.056864567646095265
CVX,low,1458,1020,438,0.09814034607748229,0.04676548965956529,0.942275006554353,0.19805706651314167,0.204396794471662,0.9949685333736568,0.09814034607748229,0.04676548965956529,0.942275006554353,0.052693526819303727
SUN,low,1350,944,406,0.00048440459362127065,3.100696715676316e-07,0.9575874123754375,0.00020434190242829808,2.0964747681052938e-07,0.9934185468466538,0.00048440459362127065,3.100696715676316e-07,0.9575874123754375,0.03583113447121622
ICP,low,1720,1204,516,0.39743634877971407,0.23558614308385425,0.9508583985511444,1.0211258231756741,9.55630362608537,0.9866198513537822,0.39743634877971407,0.23558614308385425,0.9508583985511444,0.03576145280263776
YFI,low,2009,1406,603,140.14372913747286,65088.62913632435,0.9537338431627608,631.3104094569867,1951817.9134971923,0.9873937310807037,140.14372913747286,65088.62913632435,0.9537338431627608,0.03365988791794294
ZRX,low,1374,961,413,0.007375797032916437,0.00024171578720114648,0.9525203797116422,0.010083390816225536,0.000368283046887571,0.984065618274066,0.007375797032916437,0.00024171578720114648,0.9525203797116422,0.03154523856242386
GLM,low,1352,946,406,0.005781611036370922,8.095101311435797e-05,0.9528843783274429,0.0067476103959449325,0.00014607997635720734,0.984163537979781,0.005781611036370922,8.095101311435797e-05,0.9528843783274429,0.03127915965233807
SNX,low,1452,1016,436,0.05093952148218962,0.00868538455801411,0.9566358106981846,0.07730240426330183,0.012940090849115082,0.9876216108244,0.05093952148218962,0.00868538455801411,0.9566358106981846,0.030985800126215435
COMP,low,2045,1431,614,1.227726696356611,5.712059807075867,0.96426987157216,5.527310284216557,165.53050760369706,0.9922534288895125,1.227726696356611,5.712059807075867,0.96426987157216,0.02798355731735247
LTC,low,4473,3131,1342,2.1514528865773728,10.64347696077178,0.9655342729749631,2.2763586049908993,30.799542921391513,0.9925526903568552,2.1514528865773728,10.64347696077178,0.9655342729749631,0.027018417381892146
GALA,low,1577,1103,474,0.000858629044518642,2.144447253123466e-06,0.9683531382896348,0.0032514912350007923,5.91210024836533e-05,0.9947194833900176,0.000858629044518642,2.144447253123466e-06,0.9683531382896348,0.026366345100382826
UNI,low,1955,1368,587,0.202608944378353,0.15288707737541765,0.9653921345036168,0.35641983381496845,0.5865909498735162,0.9915114603102057,0.202608944378353,0.15288707737541765,0.9653921345036168,0.026119325806588822
DCR,low,3794,2655,1139,0.438396223350702,0.5753709829727326,0.969672511887669,1.3767023418750137,9.136157890699929,0.995146678150823,0.438396223350702,0.5753709829727326,0.969672511887669,0.02547416626315402
QNT,low,2545,1781,764,2.087300657400997,11.066731695453011,0.971915550783074,2.1108618657875553,17.883403330577433,0.9964510224305434,2.087300657400997,11.066731695453011,0.971915550783074,0.024535471647469387
IOTA,low,3147,2202,945,0.009009874630217097,0.00015006534752335678,0.962462317419512,0.030512444086039356,0.005378603247056678,0.9864881902171332,0.009009874630217097,0.00015006534752335678,0.962462317419512,0.02402587279762114
WEMIX,low,1351,945,406,0.017483117036232843,0.0013087377242190661,0.9584849465441143,0.054667955269168386,0.011598681924965422,0.9822156975881708,0.017483117036232843,0.0013087377242190661,0.9584849465441143,0.02373075104405653
NFT,low,1479,1035,444,4.63706661880243e-09,7.253606368915514e-17,0.9732373829700576,1.253303305472171e-08,9.409984489555882e-16,0.9957675661165033,4.63706661880243e-09,7.253606368915514e-17,0.9732373829700576,0.022530183146445726
SAND,low,1983,1388,595,0.008203289965678304,0.0003014957668358041,0.974597057017786,0.0332674410859049,0.005259753396211273,0.9963970826665529,0.008203289965678304,0.0003014957668358041,0.974597057017786,0.02180002564876693
LINK,low,3038,2126,912,0.4053058283232223,0.4844460822486628,0.9721475587137298,0.3159343860228154,0.5747827466405594,0.993266013052392,0.4053058283232223,0.4844460822486628,0.9721475587137298,0.021118454338662218
AVAX,low,1949,1364,585,0.5855781990071891,1.4087232339981235,0.9732942851969445,1.0124678849367243,3.601483457986184,0.9944020849318606,0.5855781990071891,1.4087232339981235,0.9732942851969445,0.021107799734916055
CRO,low,2506,1754,752,0.002716222231155333,3.818122035071045e-05,0.9757048254736992,0.003885021570829159,6.80563614831982e-05,0.9954708301045052,0.002716222231155333,3.818122035071045e-05,0.9757048254736992,0.019766004630806022
SOL,low,2115,1480,635,4.207831556870044,29.03119861717086,0.9772281058601546,1.673609660086461,11.09746723086443,0.9963270002084559,4.207831556870044,29.03119861717086,0.9772281058601546,0.019098894348301254
NEXO,low,2804,1962,842,0.026842900333743286,0.001036068094662445,0.9765515284397384,0.027428836422571167,0.004564333615964362,0.9936735397553512,0.026842900333743286,0.001036068094662445,0.9765515284397384,0.01712201131561286
FLOW,low,1822,1275,547,0.01661918181461467,0.0007937725154242006,0.9786365872675294,0.2219700998416826,0.3020498089171533,0.9957563731014714,0.01661918181461467,0.0007937725154242006,0.9786365872675294,0.017119785833941914
DOT,low,1979,1385,594,0.11431273140543549,0.055290877359145306,0.9750732747887717,0.4320690809046377,0.9651660948919234,0.991851411944059,0.11431273140543549,0.055290877359145306,0.9750732747887717,0.01677813715528731
ALGO,low,2399,1679,720,0.004996207236598273,9.323516625299195e-05,0.9764513097900513,0.01865322963761764,0.001478197533849691,0.9929615241275374,0.004996207236598273,9.323516625299195e-05,0.9764513097900513,0.016510214337486007
MANA,low,2110,1477,633,0.007772849308812344,0.00021481493707866092,0.9795260227239221,0.026889958936227448,0.003091771782440474,0.9955301134160519,0.007772849308812344,0.00021481493707866092,0.9795260227239221,0.016004090692129824
CRV,low,1989,1392,597,0.02861577103291755,0.001752156975751291,0.9594098543073221,0.07361374932216623,0.03239489205506988,0.9744255413980404,0.02861577103291755,0.001752156975751291,0.9594098543073221,0.015015687090718322
ADA,low,2947,2062,885,0.014689044632289061,0.000776219431770516,0.9798202193299103,0.015684110280739773,0.0016898632054677262,0.9947524641566071,0.014689044632289061,0.000776219431770516,0.9798202193299103,0.014932244826696861
LDO,low,1356,949,407,0.028990333458694353,0.0034853351770255314,0.969999423443057,0.05431296978964556,0.006181287174555841,0.9846388051190365,0.028990333458694353,0.0034853351770255314,0.969999423443057,0.014639381675979446
DASH,low,4299,3009,1290,1.3371857100939726,3.5953024768192563,0.9785609872759516,5.109583695902996,174.19266783389784,0.993122904869962,1.3371857100939726,3.5953024768192563,0.9785609872759516,0.014561917594010376
INJ,low,1351,945,406,0.2909079028693544,0.26550131190959014,0.9811728124342199,0.420516184277735,0.673933219199237,0.9950925091241314,0.2909079028693544,0.26550131190959014,0.9811728124342199,0.013919696689911443
BAT,low,3157,2209,948,0.004721706234337736,5.5796801700053734e-05,0.9758928010749793,0.013602079868923058,0.0007752655504738952,0.9894404776543522,0.004721706234337736,5.5796801700053734e-05,0.9758928010749793,0.013547676579372836
IMX,low,1522,1065,457,0.027843178332108857,0.0026887462831434042,0.9788187488669093,0.053029753299624574,0.00911558559541214,0.9922249580865954,0.027843178332108857,0.0026887462831434042,0.9788187488669093,0.01340620921968605
AAVE,low,1932,1352,580,6.010392227024273,107.78561694452262,0.9755223348722225,5.411318450936867,144.67966917292102,0.9882606076474495,6.010392227024273,107.78561694452262,0.9755223348722225,0.012738272775226989
RAY,low,1351,945,406,0.08453072312989704,0.0233021323000802,0.9804227017191173,0.034742636110837506,0.008418531340877534,0.9930210278403467,0.08453072312989704,0.0233021323000802,0.9804227017191173,0.012598326121229464
ETC,low,3468,2427,1041,0.5475088295919397,0.6476129791859909,0.9768234528770371,0.6743283800201116,2.733519997756471,0.9890609923706449,0.5475088295919397,0.6476129791859909,0.9768234528770371,0.01223753949360784
